20000,0.0
20000,93.0
20000,94.0
40000,0.0
40000,86.0
60000,0.0
80000,0.0
100000,0.0
120000,0.0
140000,0.0
160000,0.0
180000,0.0
200000,0.0
220000,0.0
240000,0.0
260000,0.0
280000,0.0
300000,0.0
320000,0.0
340000,0.0
360000,0.0
380000,0.0
20000,0.0
40000,0.0
60000,0.0
80000,0.0
100000,0.0
120000,0.0
140000,0.0
160000,0.0
180000,0.0
20000,0.0
20000,0.0
40000,0.0
60000,0.0
80000,0.0
100000,0.0
20000,0.0
40000,0.0
60000,0.0
80000,0.0
100000,0.0
120000,0.0
20000,0.0
20000,0.0
40000,0.0
60000,0.0
20000,0.0
40000,0.0
20000,0.0
20000,0.0
40000,0.0
20000,0.0
60000,0.0
40000,0.0
80000,0.0
100000,0.0
60000,0.0
120000,0.0
80000,0.0
140000,0.0
160000,0.0
180000,0.0
20000,0.0
40000,0.0
60000,0.0
80000,0.0
100000,0.0
120000,0.0
140000,0.0
160000,0.0
180000,0.0
200000,0.0
220000,0.0
240000,0.0
260000,0.0
280000,0.0
300000,0.0
320000,0.0
340000,0.0
360000,0.0
20000,0.0
40000,0.0
60000,0.0
80000,0.0
100000,0.0
120000,0.0
140000,0.0
160000,0.0
180000,0.0
200000,0.0
220000,0.0
240000,0.0
260000,0.0
280000,0.0
300000,0.0
320000,0.0
340000,0.0
360000,0.0
380000,0.0
400000,0.0
420000,0.0
440000,0.0
460000,0.0
480000,0.0
500000,100.0
520000,100.0
540000,100.0
